satellite,timestamp,speed_x,speed_y,direction_deg
S2B,2025-01-21 14:28:00,-0.010979097437635123,2.5079147873454564,188.2948005425545
S2B,2025-01-21 14:28:05,0.5356866658596084,2.544962856063272,202.3964885618892
S2B,2025-01-21 14:28:10,0.8151918672510188,2.2925765407508236,208.80864059094054
S2B,2025-01-21 14:28:15,0.15288996048072692,2.0130855128100675,189.64688164122396
S2B,2025-01-21 14:28:20,0.16456958317218529,2.0645776421958595,195.79728312411075
S2B,2025-01-21 14:28:25,0.13785386932686544,1.5910742980038106,193.1914394392007
S2B,2025-01-21 14:28:30,-0.30812204727309866,1.8787156210143872,176.47745810401537
S2B,2025-01-21 14:28:35,0.08558517202732811,2.4637831221485675,190.49914229868753
S2B,2025-01-21 14:28:40,-0.13902375937390082,1.7240866483882116,187.0477991213294
S2B,2025-01-21 14:28:45,-0.42637527781874973,2.4121270756666187,179.4862794276401
S2B,2025-01-21 14:28:50,-0.3142090709592687,2.341196426967759,182.97200060473162
S2B,2025-01-21 14:28:55,-0.6366086612006538,2.8079638842263566,175.8800259241731
S2B,2025-01-21 14:29:00,0.08507083661903893,2.22184918300262,190.8939073402855
S2B,2025-01-21 14:29:05,-0.0033801978658613563,2.285008388841871,192.39840578237545
S2B,2025-01-21 14:29:10,-0.3204945285152888,2.078275851191967,184.11014079014194
S2B,2025-01-21 14:29:15,-0.6836072755273677,2.1320999672588155,172.78638032616757
S2B,2025-01-21 14:29:20,-0.009966438869588423,2.819753031739233,190.48535514155617
S2B,2025-01-21 14:29:25,-0.11553819144603927,2.9006093442461216,185.85657630601656
S2B,2025-01-21 14:29:30,-0.8289898217746012,1.4783157183826048,161.3602301700729
S2B,2025-01-21 14:29:35,-0.4174908591207246,2.0268125536501347,181.94232191128228
S2B,2025-01-21 14:29:40,0.13340154355660802,2.200183244825602,191.5295218580049
S2B,2025-01-21 14:29:45,-0.32772801500412324,1.815376283783761,180.7515371934963
S2B,2025-01-21 14:29:50,0.2003651261521111,2.3148230936034797,193.55797604346577
S2B,2025-01-21 14:29:55,0.08000525264349512,2.5323159342789663,194.37125360432378
S2B,2025-01-21 14:30:00,0.08219318676803844,2.915925865007396,191.3879141319868
S2B,2025-01-21 14:30:05,0.09318579283589273,2.3900935827772143,191.36324158386697
S2B,2025-01-21 14:30:10,0.03535001602663346,2.638442028778871,192.41939190592677
S2B,2025-01-21 14:30:15,0.4783421911161297,2.79102451428892,198.9988515696017
S2B,2025-01-21 14:30:20,0.262852635913117,2.7032896359938623,197.33258838894784
S2B,2025-01-21 14:30:25,0.17551166616366573,2.585528123325195,192.35894576429024
S2B,2025-01-21 14:30:30,-0.03650723356990187,2.875363759474862,190.35633154319424
S2B,2025-01-21 14:30:35,0.07752300537854484,3.1704477464277323,187.59130237268246
S2B,2025-01-21 14:30:40,-0.10142958338692372,3.0085071133845256,189.33413181506575
S2B,2025-01-21 14:30:45,-0.09356764770478955,2.834112385241935,189.67296459924822
S2B,2025-01-21 14:30:50,0.5671298554157713,2.7498007456811773,199.07069446281676
S2B,2025-01-21 14:30:55,0.2842857118835625,2.239478168057333,198.35029280156553
S2B,2025-01-21 14:31:00,0.26937075860480525,2.564930575811408,195.15230669451978
S2B,2025-01-21 14:31:05,-0.01871795992567693,2.6365456770991518,191.5995093050036
S2B,2025-01-21 14:31:10,-0.4423067382090288,2.4237018267183306,180.80093047488208
S2B,2025-01-21 14:31:15,-0.10176940793039244,2.0674781895446555,184.27795603080816
S2B,2025-01-21 14:31:20,-0.0032177161771922147,2.0590750421230557,186.4572231016259
S2B,2025-01-21 14:31:25,-0.4155257577706629,2.025550342263945,177.17740648166043
S2B,2025-01-21 14:31:30,-0.16948470765021567,2.2379856275074954,185.75427504928453
S2B,2025-01-21 14:31:35,-0.3890977323111057,2.4168009763694123,178.9360703050036
S2B,2025-01-21 14:31:40,-0.4546950102903791,2.4520304257491077,181.9831882969558
S2B,2025-01-21 14:31:45,-0.6101145765965907,2.4906210035192413,177.9841099508221
S2B,2025-01-21 14:31:50,-0.4426016199464434,2.229392167757371,179.91388780662376
S2B,2025-01-21 14:31:55,0.09951026769607665,2.6821473226318484,188.7427113542222
S2B,2025-01-21 14:32:00,-0.1341454006422152,3.0782076249195445,185.8815388549518
S2B,2025-01-21 14:32:05,0.18998519757299492,3.1094409145902926,195.44913664502278
S2B,2025-01-21 14:32:10,0.6501943315600384,2.9663433975997764,200.96956944089195
S2B,2025-01-21 14:32:15,0.6327142353277082,2.954895902741019,201.60692352524484
S2B,2025-01-21 14:32:20,0.2728449881203151,2.581218873063301,198.63608822773543
S2B,2025-01-21 14:32:25,0.6700363994837029,3.1492381215464555,200.69530008309482
S2B,2025-01-21 14:32:30,0.30759889229098825,2.851695956132625,193.59345736733857
S2B,2025-01-21 14:32:35,0.7097834840032535,2.4130329067809613,203.74930206062476
S2B,2025-01-21 14:32:40,0.7417220217863647,2.53460870302573,206.6801455656417
S2B,2025-01-21 14:32:45,0.4225761611782037,2.7136824635620522,199.57443580352344
S2B,2025-01-21 14:32:50,-0.34764147577093674,3.7831516250464556,181.14351462669356
S2B,2025-01-21 14:32:55,-0.821868599578442,2.695421045016316,170.6168408296213
S2B,2025-01-21 14:33:00,-0.8488920704638119,2.5486192734024744,173.96001373631995
S2B,2025-01-21 14:33:05,-1.2216070514457902,3.317268198500995,169.84360569161137
S2B,2025-01-21 14:33:10,-1.4437546388726785,3.58064396133816,167.8882610411497
S2B,2025-01-21 14:33:15,-0.912858217876222,3.5002939250500775,177.23395675443874
S2B,2025-01-21 14:33:20,-0.29358988342508086,3.8165179079397227,184.71254323539713
S2B,2025-01-21 14:33:25,-0.5375891851973502,3.5947017305891795,179.42963544521504
S2B,2025-01-21 14:33:30,-1.4795594341185296,4.324635709122964,170.03567964018714
